,PMID,Full_author_name,Without_special_character
12053,20359380,"oshaug, arne",oshaug arne
12053,20359380,"strand, tor arne",strand tor arne
12053,20359380,"torheim, liv elin",torheim liv elin
12054,20950253,"terzioğlu, tarık",terzioğlu tarık
12054,20950253,"senyurek, yasemin giles",senyurek yasemin giles
12054,20950253,"tunca, fatih",tunca fatih
12054,20950253,"türkmen, cüneyt",türkmen cüneyt
12054,20950253,"mudun, ayşe",mudun ayşe
12054,20950253,"salmaslıoglu, artur",salmaslıoglu artur
12054,20950253,"sanlı, sükrü",sanlı sükrü
12054,20950253,"bircan, hüseyin",bircan hüseyin
12054,20950253,"demirkol, onur",demirkol onur
12054,20950253,"tezelman, serdar",tezelman serdar
12055,21140692,"pata, giacomo",pata giacomo
12055,21140692,"casella, claudio",casella claudio
12055,21140692,"benvenuti, mauro",benvenuti mauro
12055,21140692,"crea, nicola",crea nicola
12055,21140692,"di betta, ernesto",di betta ernesto
12055,21140692,"salerni, bruno",salerni bruno
12056,20089015,"chehade, j m",chehade j m
12056,20089015,"lim, w",lim w
12056,20089015,"silverberg, a b",silverberg a b
12056,20089015,"mooradian, a d",mooradian a d
12057,19462424,"cesarini, m",cesarini m
12057,19462424,"angelucci, e",angelucci e
12057,19462424,"rivera, m",rivera m
12057,19462424,"pica, r",pica r
12057,19462424,"paoluzi, p",paoluzi p
12057,19462424,"vernia, p",vernia p
12057,19462424,"corazziari, e s",corazziari e s
12058,20972735,"gu, li-qun",gu li-qun
12058,20972735,"li, feng-ying",li feng-ying
12058,20972735,"zhao, lin",zhao lin
12058,20972735,"liu, yun",liu yun
12058,20972735,"chu, qian",chu qian
12058,20972735,"zang, xun-xiong",zang xun-xiong
12058,20972735,"liu, jian-min",liu jian-min
12058,20972735,"ning, guang",ning guang
12058,20972735,"zhao, yong-ju",zhao yong-ju
12059,20555009,"ardito, guglielmo",ardito guglielmo
12059,20555009,"rossi, esther diana",rossi esther diana
12059,20555009,"revelli, luca",revelli luca
12059,20555009,"moschella, francesca",moschella francesca
12059,20555009,"giustozzi, erica",giustozzi erica
12059,20555009,"fadda, guido",fadda guido
12059,20555009,"marzola, maria cristina",marzola maria cristina
12059,20555009,"rubello, domenico",rubello domenico
12060,21162688,"bliddal, sofie",bliddal sofie
12060,21162688,"rasmussen, åse krogh",rasmussen åse krogh
12060,21162688,"sundberg, karin",sundberg karin
12060,21162688,"brocks, vibeke",brocks vibeke
12060,21162688,"skovbo, peter",skovbo peter
12060,21162688,"feldt-rasmussen, ulla",feldt-rasmussen ulla
12061,20392869,"boelaert, k",boelaert k
12061,20392869,"torlinska, b",torlinska b
12061,20392869,"holder, r l",holder r l
12061,20392869,"franklyn, j a",franklyn j a
12062,21190446,"elbers, laura",elbers laura
12062,21190446,"mourits, maarten",mourits maarten
12062,21190446,"wiersinga, wilmar",wiersinga wilmar
12063,21679493,"hughes, o r",hughes o r
12063,21679493,"scott-coombes, d m",scott-coombes d m
12064,19693938,"troncone, giancarlo",troncone giancarlo
12064,19693938,"cozzolino, immacolata",cozzolino immacolata
12064,19693938,"fedele, maria",fedele maria
12064,19693938,"malapelle, umberto",malapelle umberto
12064,19693938,"palombini, lucio",palombini lucio
12065,21601475,"antonelli, alessandro",antonelli alessandro
12065,21601475,"ferrari, silvia martina",ferrari silvia martina
12065,21601475,"frascerra, silvia",frascerra silvia
12065,21601475,"galetta, fabio",galetta fabio
12065,21601475,"franzoni, ferdinando",franzoni ferdinando
12065,21601475,"corrado, alda",corrado alda
12065,21601475,"miccoli, mario",miccoli mario
12065,21601475,"benvenga, salvatore",benvenga salvatore
12065,21601475,"paolicchi, aldo",paolicchi aldo
12065,21601475,"ferrannini, ele",ferrannini ele
12065,21601475,"fallahi, poupak",fallahi poupak
12066,20499749,"afolabi, a o",afolabi a o
12066,20499749,"oluwasola, a o",oluwasola a o
12066,20499749,"akute, o o",akute o o
12066,20499749,"akang, e e u",akang e e u
12066,20499749,"ogundiran, t o",ogundiran t o
12066,20499749,"ogunbiyi, j o",ogunbiyi j o
12066,20499749,"irabor, d o",irabor d o
12067,21114698,"rahman, ashequr",rahman ashequr
12067,21114698,"deacon, nicholas",deacon nicholas
12067,21114698,"panther, barbara",panther barbara
12067,21114698,"chesters, janice",chesters janice
12067,21114698,"savige, gayle",savige gayle
12068,20661208,"lesmo, a",lesmo a
12068,20661208,"ripamonti, d",ripamonti d
12069,20583542,"bossowski, artur",bossowski artur
12069,20583542,"sawicka, beata",sawicka beata
12069,20583542,"szalecki, mieczysław",szalecki mieczysław
12069,20583542,"koput, alicja",koput alicja
12069,20583542,"wysocka, jolanta",wysocka jolanta
12069,20583542,"zelazowska-rutkowska, beata",zelazowska-rutkowska beata
12070,20429635,"keskek, m",keskek m
12070,20429635,"ocak, s",ocak s
12070,20429635,"ozalp, n",ozalp n
12070,20429635,"koc, m",koc m
12070,20429635,"tez, m",tez m
12071,21169642,"chudasama, rajesh",chudasama rajesh
12071,21169642,"patel, umed v",patel umed v
12071,21169642,"r, ravikant",r ravikant
12071,21169642,"verma, pramod h",verma pramod h
12072,20154430,"yamauchi, keishi",yamauchi keishi
12072,20154430,"yamada, takashi",yamada takashi
12072,20154430,"sato, akira",sato akira
12072,20154430,"inazawa, kenzi",inazawa kenzi
12072,20154430,"aizawa, toru",aizawa toru
12073,20716473,"kazi, tasneem gul",kazi tasneem gul
12073,20716473,"kandhro, ghulam abbas",kandhro ghulam abbas
12073,20716473,sirajuddin,sirajuddin
12073,20716473,"afridi, hassan imran",afridi hassan imran
12073,20716473,"baig, jameel ahmed",baig jameel ahmed
12073,20716473,"shah, abdul qadir",shah abdul qadir
12073,20716473,"wadhwa, sham kumar",wadhwa sham kumar
12073,20716473,"khan, sumaira",khan sumaira
12073,20716473,"kolachi, nida fatima",kolachi nida fatima
12073,20716473,"shaikh, hafeez-ur-rahman",shaikh hafeez-ur-rahman
12074,19907353,"kobe, carsten",kobe carsten
12074,19907353,"eschner, wolfgang",eschner wolfgang
12074,19907353,"wild, markus",wild markus
12074,19907353,"rahlff, ilka",rahlff ilka
12074,19907353,"sudbrock, ferdinand",sudbrock ferdinand
12074,19907353,"schmidt, matthias",schmidt matthias
12074,19907353,"dietlein, markus",dietlein markus
12074,19907353,"schicha, harald",schicha harald
12075,21493587,"bialek, joanna",bialek joanna
12075,21493587,"kunanuvat, usakorn",kunanuvat usakorn
12075,21493587,"hombach-klonisch, sabine",hombach-klonisch sabine
12075,21493587,"spens, antje",spens antje
12075,21493587,"stetefeld, joerg",stetefeld joerg
12075,21493587,"sunley, kevin",sunley kevin
12075,21493587,"lippert, dustin",lippert dustin
12075,21493587,"wilkins, john a",wilkins john a
12075,21493587,"hoang-vu, cuong",hoang-vu cuong
12075,21493587,"klonisch, thomas",klonisch thomas
12076,20369619,"ametov, a s",ametov a s
12076,20369619,"efimov, a v",efimov a v
12076,20369619,"voĭchik, e a",voĭchik e a
12076,20369619,"doskina, e v",doskina e v
12076,20369619,"luchina, e i",luchina e i
12076,20369619,"kochergina, i i",kochergina i i
12076,20369619,"meleshkevich, t a",meleshkevich t a
12076,20369619,"rogova, l a",rogova l a
12077,20447896,"cross, graciela",cross graciela
12077,20447896,"pitoia, fabián",pitoia fabián
12077,20447896,"suárez, horacio",suárez horacio
12077,20447896,"kral, marta",kral marta
12077,20447896,"manavela, marcos",manavela marcos
12077,20447896,"morando, daniel",morando daniel
12077,20447896,"herrera, javier",herrera javier
12077,20447896,"bruno, oscar d",bruno oscar d
12077,20447896,"niepomniszcze, hugo",niepomniszcze hugo
12078,20231640,"royer, mark c",royer mark c
12078,20231640,"zhang, haihong",zhang haihong
12078,20231640,"fan, chun-yang",fan chun-yang
12078,20231640,"kokoska, mimi s",kokoska mimi s
12079,20151763,"baqi, l",baqi l
12079,20151763,"payer, j",payer j
12079,20151763,"killinger, z",killinger z
12079,20151763,"susienkova, k",susienkova k
12079,20151763,"jackuliak, p",jackuliak p
12079,20151763,"cierny, d",cierny d
12079,20151763,"langer, p",langer p
12080,20688624,"ertek, sibel",ertek sibel
12080,20688624,"cicero, arrigo fg",cicero arrigo fg
12080,20688624,"caglar, omur",caglar omur
12080,20688624,"erdogan, gurbuz",erdogan gurbuz
12081,20824978,"aminorroaya, ashraf",aminorroaya ashraf
12081,20824978,"amini, massoud",amini massoud
12081,20824978,"hovsepian, silva",hovsepian silva
12082,21361725,"polyzos, stergios a",polyzos stergios a
12082,21361725,"goulis, dimitrios g",goulis dimitrios g
12083,22068555,"ruggeri, r m",ruggeri r m
12083,22068555,"campennì, a",campennì a
12083,22068555,"sindoni, a",sindoni a
12083,22068555,"baldari, s",baldari s
12083,22068555,"trimarchi, f",trimarchi f
12083,22068555,"benvenga, s",benvenga s
12084,19944657,"błazewicz, anna",błazewicz anna
12084,19944657,"dolliver, wojciech",dolliver wojciech
12084,19944657,"sivsammye, suceil",sivsammye suceil
12084,19944657,"deol, apeksha",deol apeksha
12084,19944657,"randhawa, rajinder",randhawa rajinder
12084,19944657,"orlicz-szczesna, grazyna",orlicz-szczesna grazyna
12084,19944657,"błazewicz, remigiusz",błazewicz remigiusz
12085,20188007,"agarwal, juhi",agarwal juhi
12085,20188007,"pandav, chandrakant s",pandav chandrakant s
12085,20188007,"karmarkar, madhukar g",karmarkar madhukar g
12085,20188007,"nair, sirimavo",nair sirimavo
12086,21985800,"ittermann, till",ittermann till
12086,21985800,"nautsch, anke",nautsch anke
12086,21985800,"schmidt, carsten oliver",schmidt carsten oliver
12086,21985800,"kramer, axel",kramer axel
12086,21985800,"below, harald",below harald
12086,21985800,"remer, thomas",remer thomas
12086,21985800,"gärtner, roland",gärtner roland
12086,21985800,"wallaschofski, henri",wallaschofski henri
12086,21985800,"völzke, henry",völzke henry
12087,21971604,"yano, yukiko",yano yukiko
12087,21971604,"sugino, kiminori",sugino kiminori
12087,21971604,"akaishi, junko",akaishi junko
12087,21971604,"uruno, takashi",uruno takashi
12087,21971604,"okuwa, keiko",okuwa keiko
12087,21971604,"shibuya, hiroshi",shibuya hiroshi
12087,21971604,"kitagawa, wataru",kitagawa wataru
12087,21971604,"nagahama, mitsuji",nagahama mitsuji
12087,21971604,"ito, kunihiko",ito kunihiko
12087,21971604,"ito, koichi",ito koichi
12088,21714468,"goldyn, andrea k",goldyn andrea k
12088,21714468,"eugster, erica a",eugster erica a
12088,21714468,"nebesio, todd d",nebesio todd d
12089,20237164,"lytton, s d",lytton s d
12089,20237164,"ponto, k a",ponto k a
12089,20237164,"kanitz, m",kanitz m
12089,20237164,"matheis, n",matheis n
12089,20237164,"kohn, l d",kohn l d
12089,20237164,"kahaly, g j",kahaly g j
12090,21803716,"nguyen, huong d",nguyen huong d
12090,21803716,"galitz, michael s",galitz michael s
12090,21803716,"clarke, douglas d",clarke douglas d
12091,20459574,"sheu, sien-yi",sheu sien-yi
12091,20459574,"vogel, esther",vogel esther
12091,20459574,"worm, karl",worm karl
12091,20459574,"grabellus, florian",grabellus florian
12091,20459574,"schwertheim, suzan",schwertheim suzan
12091,20459574,"schmid, kurt werner",schmid kurt werner
12092,21488177,"duncan, lisa d",duncan lisa d
12092,21488177,"forrest, lorien",forrest lorien
12092,21488177,"law, william m jr",law william m jr
12092,21488177,"hubbard, elizabeth",hubbard elizabeth
12092,21488177,"stewart, laura e",stewart laura e
12093,21747220,"martino, e",martino e
12094,21306792,"chiang, feng-yu",chiang feng-yu
12094,21306792,"lu, i-cheng",lu i-cheng
12094,21306792,"tsai, cheng-jing",tsai cheng-jing
12094,21306792,"hsiao, pi-jung",hsiao pi-jung
12094,21306792,"hsu, chia-cjen",hsu chia-cjen
12094,21306792,"wu, che-wei",wu che-wei
12095,21061094,"berker, dilek",berker dilek
12095,21061094,"isik, serhat",isik serhat
12095,21061094,"ozuguz, ufuk",ozuguz ufuk
12095,21061094,"tutuncu, yasemin ates",tutuncu yasemin ates
12095,21061094,"kucukler, kerim",kucukler kerim
12095,21061094,"akbaba, gulhan",akbaba gulhan
12095,21061094,"aydin, yusuf",aydin yusuf
12095,21061094,"guler, serdar",guler serdar
12096,21888022,"kandhro, ghulam abbas",kandhro ghulam abbas
12096,21888022,"kazi, tasneem gul",kazi tasneem gul
12096,21888022,sirajuddin,sirajuddin
12096,21888022,"kolachi, nida fatima",kolachi nida fatima
12096,21888022,"kazi, naveed",kazi naveed
12096,21888022,"afridi, hassan imran",afridi hassan imran
12096,21888022,"baig, jameel ahmed",baig jameel ahmed
12096,21888022,"shah, abdul qadir",shah abdul qadir
12096,21888022,"wadhwa, sham kumar",wadhwa sham kumar
12096,21888022,"khan, sumaira",khan sumaira
12096,21888022,"arain, muhammad balal",arain muhammad balal
12097,20583327,"corral, edgardo",corral edgardo
12097,20583327,"reascos, mauricio",reascos mauricio
12097,20583327,"preiss, yudith",preiss yudith
12097,20583327,"rompel, shanna m",rompel shanna m
12097,20583327,"sepulveda, waldo",sepulveda waldo
12098,21471878,"clancy, john",clancy john
12098,21471878,"mcvicar, andrew",mcvicar andrew
12099,21147721,"selamat, rusidah",selamat rusidah
12099,21147721,"mohamud, wan nazaimoon wan",mohamud wan nazaimoon wan
12099,21147721,"zainuddin, ahmad ali",zainuddin ahmad ali
12099,21147721,"rahim, nor syamlina che abdul",rahim nor syamlina che abdul
12099,21147721,"ghaffar, suhaila abdul",ghaffar suhaila abdul
12099,21147721,"aris, tahir",aris tahir
12100,20960260,"gul, kamile",gul kamile
12100,20960260,"ozdemir, didem",ozdemir didem
12100,20960260,"dirikoc, ahmet",dirikoc ahmet
12100,20960260,"oguz, ayten",oguz ayten
12100,20960260,"tuzun, dilek",tuzun dilek
12100,20960260,"baser, husniye",baser husniye
12100,20960260,"ersoy, reyhan",ersoy reyhan
12100,20960260,"cakir, bekir",cakir bekir
12101,20886414,"sponziello, m l",sponziello m l
12101,20886414,"bruno, r",bruno r
12101,20886414,"durante, c",durante c
12101,20886414,"d'agostino, m",d'agostino m
12101,20886414,"corradino, r",corradino r
12101,20886414,"giannasio, p",giannasio p
12101,20886414,"ciociola, e",ciociola e
12101,20886414,"ferretti, e",ferretti e
12101,20886414,"maranghi, m",maranghi m
12101,20886414,"verrienti, a",verrienti a
12101,20886414,"de toma, g",de toma g
12101,20886414,"filetti, s",filetti s
12101,20886414,"russo, d",russo d
12102,21104637,"gietka-czernel, małgorzata",gietka-czernel małgorzata
12102,21104637,"dębska, marzena",dębska marzena
12102,21104637,"kretowicz, piotr",kretowicz piotr
12102,21104637,"jastrzębska, helena",jastrzębska helena
12102,21104637,"kondracka, agnieszka",kondracka agnieszka
12102,21104637,"snochowska, hana",snochowska hana
12102,21104637,"ołtarzewski, mariusz",ołtarzewski mariusz
12103,20660002,"abraham-nordling, mirna",abraham-nordling mirna
12103,20660002,"wallin, göran",wallin göran
12103,20660002,"träisk, frank",träisk frank
12103,20660002,"berg, gertrud",berg gertrud
12103,20660002,"calissendorff, jan",calissendorff jan
12103,20660002,"hallengren, bengt",hallengren bengt
12103,20660002,"hedner, pavo",hedner pavo
12103,20660002,"lantz, mikael",lantz mikael
12103,20660002,"nyström, ernst",nyström ernst
12103,20660002,"asman, peter",asman peter
12103,20660002,"lundell, göran",lundell göran
12103,20660002,"törring, ove",törring ove
12104,21191313,"liu, chang-jiang",liu chang-jiang
12104,21191313,"dong, yan-yu",dong yan-yu
12104,21191313,"wang, yi-wei",wang yi-wei
12104,21191313,"wang, kai-hua",wang kai-hua
12104,21191313,"zeng, qun-yan",zeng qun-yan
12105,20522045,"mihai, r",mihai r
12105,20522045,"sadler, g",sadler g
12106,20134379,"leung, allen h",leung allen h
12106,20134379,"kort, kara c",kort kara c
12106,20134379,"khurana, kamal k",khurana kamal k
12107,20881365,"ohira, satoshi",ohira satoshi
12107,20881365,"miyake, masako",miyake masako
12107,20881365,"kobara, hisanori",kobara hisanori
12107,20881365,"kikuchi, norihiko",kikuchi norihiko
12107,20881365,"osada, ryosuke",osada ryosuke
12107,20881365,"ashida, takashi",ashida takashi
12107,20881365,"hirabayashi, kanae",hirabayashi kanae
12107,20881365,"nishio, shin-ichi",nishio shin-ichi
12107,20881365,"kanai, makoto",kanai makoto
12107,20881365,"shiozawa, tanri",shiozawa tanri
12108,20860421,"marotta, vincenzo",marotta vincenzo
12108,20860421,"guerra, anna",guerra anna
12108,20860421,"sapio, maria rosaria",sapio maria rosaria
12108,20860421,"campanile, elisabetta",campanile elisabetta
12108,20860421,"motta, manuela",motta manuela
12108,20860421,"fenzi, gianfranco",fenzi gianfranco
12108,20860421,"rossi, guido",rossi guido
12108,20860421,"vitale, mario",vitale mario
12109,20536672,"serdar, zehra a",serdar zehra a
12109,20536672,"altunay, ilknur k",altunay ilknur k
12109,20536672,"yasar, sirin",yasar sirin
12109,20536672,"kayaoglu, semra",kayaoglu semra
12109,20536672,"günes, pembegül",günes pembegül
12110,20613619,"tieghi, riccardo",tieghi riccardo
12110,20613619,"consorti, giuseppe",consorti giuseppe
12110,20613619,"franco, filippo",franco filippo
12110,20613619,"clauser, luigi c",clauser luigi c
12111,20150720,"im, eun joo",im eun joo
12111,20150720,"lee, jung min",lee jung min
12111,20150720,"kim, ji hyun",kim ji hyun
12111,20150720,"chang, sang ah",chang sang ah
12111,20150720,"moon, sung dae",moon sung dae
12111,20150720,"ahn, yu bae",ahn yu bae
12111,20150720,"son, hyun shik",son hyun shik
12111,20150720,"cha, bong yun",cha bong yun
12111,20150720,"lee, kwang woo",lee kwang woo
12111,20150720,"son, ho young",son ho young
12112,20156922,"elisei, rossella",elisei rossella
12112,20156922,"molinaro, eleonora",molinaro eleonora
12112,20156922,"agate, laura",agate laura
12112,20156922,"bottici, valeria",bottici valeria
12112,20156922,"masserini, lucio",masserini lucio
12112,20156922,"ceccarelli, claudia",ceccarelli claudia
12112,20156922,"lippi, francesco",lippi francesco
12112,20156922,"grasso, lucia",grasso lucia
12112,20156922,"basolo, fulvio",basolo fulvio
12112,20156922,"bevilacqua, generoso",bevilacqua generoso
12112,20156922,"miccoli, paolo",miccoli paolo
12112,20156922,"di coscio, giancarlo",di coscio giancarlo
12112,20156922,"vitti, paolo",vitti paolo
